[08:00] Machine= M01, Status=RUNNING, Temp= 35, Pressure= 60-> Temperature Alarm
[2026-06-05 20:45:46] Machine= M06, Status=RUNNING, Temp= 48, Pressure= 79-> CRITICAL Temperature Alarm
[2026-06-05 20:45:46] Machine= M06, Status=STOPPED, Temp= 38, Pressure= 44-> Machine Stopped
[2026-06-05 20:45:46] Machine= M01, Status=RUNNING, Temp= 27, Pressure= 63-> Ok
[2026-06-05 20:45:46] Machine= M04, Status=STOPPED, Temp= 48, Pressure= 63-> Machine Stopped
[2026-06-05 20:45:46] Machine= M05, Status=RUNNING, Temp= 23, Pressure= 89-> Ok
[2026-06-05 20:45:46] Machine= M01, Status=RUNNING, Temp= 32, Pressure= 43-> Temperature Alarm
[2026-06-05 20:45:46] Machine= M01, Status=RUNNING, Temp= 29, Pressure= 51-> Ok
[2026-06-05 20:45:46] Machine= M06, Status=STOPPED, Temp= 43, Pressure= 89-> Machine Stopped
[2026-06-05 20:45:46] Machine= M03, Status=STOPPED, Temp= 43, Pressure= 54-> Machine Stopped
[2026-06-05 20:45:46] Machine= M06, Status=RUNNING, Temp= 22, Pressure= 57-> Ok
[2026-06-05 20:45:46] Machine= M04, Status=STOPPED, Temp= 24, Pressure= 49-> Machine Stopped
[2026-06-05 20:45:46] Machine= M05, Status=RUNNING, Temp= 35, Pressure= 45-> Temperature Alarm
[2026-06-05 20:48:16] Machine= M04, Status=STOPPED, Temp= 39, Pressure= 77-> Machine Stopped
[2026-06-05 20:48:16] Machine= M05, Status=RUNNING, Temp= 42, Pressure= 77-> CRITICAL Temperature Alarm
[2026-06-05 20:48:16] Machine= M06, Status=STOPPED, Temp= 49, Pressure= 71-> Machine Stopped
[2026-06-05 20:48:16] Machine= M06, Status=STOPPED, Temp= 32, Pressure= 88-> Machine Stopped
[2026-06-05 20:48:16] Machine= M01, Status=STOPPED, Temp= 43, Pressure= 82-> Machine Stopped
[2026-06-05 20:48:16] Machine= M05, Status=STOPPED, Temp= 32, Pressure= 55-> Machine Stopped
[2026-06-05 20:48:16] Machine= M04, Status=RUNNING, Temp= 28, Pressure= 83-> Ok
[2026-06-05 20:48:16] Machine= M03, Status=STOPPED, Temp= 49, Pressure= 70-> Machine Stopped
[2026-06-05 20:48:16] Machine= M05, Status=STOPPED, Temp= 27, Pressure= 54-> Machine Stopped
[2026-06-05 20:48:16] Machine= M03, Status=RUNNING, Temp= 21, Pressure= 43-> Low Pressure
[2026-06-05 20:48:16] Machine= M06, Status=STOPPED, Temp= 22, Pressure= 77-> Machine Stopped
[2026-06-05 20:48:16] Machine= M03, Status=STOPPED, Temp= 31, Pressure= 66-> Machine Stopped
[2026-06-05 20:48:16] Machine= M03, Status=RUNNING, Temp= 34, Pressure= 51-> Temperature Alarm
[2026-06-05 20:48:16] Machine= M01, Status=STOPPED, Temp= 28, Pressure= 68-> Machine Stopped
[2026-06-05 20:48:16] Machine= M03, Status=RUNNING, Temp= 23, Pressure= 82-> Ok
[2026-06-05 20:48:16] Machine= M02, Status=STOPPED, Temp= 33, Pressure= 87-> Machine Stopped
[2026-06-05 20:48:16] Machine= M01, Status=RUNNING, Temp= 25, Pressure= 51-> Ok
[2026-06-05 20:48:16] Machine= M01, Status=RUNNING, Temp= 23, Pressure= 77-> Ok
[2026-06-05 20:48:16] Machine= M05, Status=RUNNING, Temp= 22, Pressure= 57-> Ok
[2026-06-05 20:48:16] Machine= M04, Status=RUNNING, Temp= 36, Pressure= 60-> Temperature Alarm
[2026-06-05 20:52:50] Machine= M05, Status=RUNNING, Temp= 37, Pressure= 40-> Temperature Alarm
[2026-06-05 20:52:50] Machine= M04, Status=STOPPED, Temp= 29, Pressure= 77-> Machine Stopped
[2026-06-05 20:52:50] Machine= M01, Status=RUNNING, Temp= 37, Pressure= 55-> Temperature Alarm
[2026-06-05 20:52:50] Machine= M02, Status=RUNNING, Temp= 31, Pressure= 76-> Temperature Alarm
[2026-06-05 20:52:50] Machine= M01, Status=RUNNING, Temp= 30, Pressure= 42-> Low Pressure
[2026-06-05 20:52:50] Machine= M05, Status=RUNNING, Temp= 32, Pressure= 88-> Temperature Alarm
[2026-06-05 20:52:50] Machine= M03, Status=STOPPED, Temp= 27, Pressure= 43-> Machine Stopped
[2026-06-05 20:52:50] Machine= M03, Status=RUNNING, Temp= 34, Pressure= 89-> Temperature Alarm
[2026-06-05 20:52:50] Machine= M03, Status=STOPPED, Temp= 41, Pressure= 80-> Machine Stopped
[2026-06-05 20:52:50] Machine= M04, Status=RUNNING, Temp= 24, Pressure= 69-> Ok
[2026-06-05 20:52:50] Machine= M06, Status=RUNNING, Temp= 36, Pressure= 70-> Temperature Alarm
[2026-06-05 20:52:50] Machine= M06, Status=RUNNING, Temp= 28, Pressure= 80-> Ok
[2026-06-05 20:52:50] Machine= M04, Status=STOPPED, Temp= 50, Pressure= 56-> Machine Stopped
[2026-06-05 20:52:50] Machine= M06, Status=RUNNING, Temp= 35, Pressure= 82-> Temperature Alarm
[2026-06-05 20:52:50] Machine= M03, Status=RUNNING, Temp= 21, Pressure= 63-> Ok
[2026-06-05 20:52:50] Machine= M03, Status=STOPPED, Temp= 33, Pressure= 47-> Machine Stopped
[2026-06-05 20:52:50] Machine= M01, Status=STOPPED, Temp= 42, Pressure= 57-> Machine Stopped
[2026-06-05 20:52:50] Machine= M06, Status=STOPPED, Temp= 34, Pressure= 81-> Machine Stopped
[2026-06-05 20:52:50] Machine= M04, Status=RUNNING, Temp= 38, Pressure= 53-> Temperature Alarm
[2026-06-05 20:52:50] Machine= M06, Status=STOPPED, Temp= 35, Pressure= 62-> Machine Stopped
[2026-06-05 20:53:12] Machine= M06, Status=RUNNING, Temp= 26, Pressure= 77-> Ok
[2026-06-05 20:53:12] Machine= M05, Status=STOPPED, Temp= 25, Pressure= 82-> Machine Stopped
[2026-06-05 20:53:12] Machine= M05, Status=STOPPED, Temp= 24, Pressure= 48-> Machine Stopped
[2026-06-05 20:53:12] Machine= M05, Status=RUNNING, Temp= 50, Pressure= 49-> CRITICAL Temperature Alarm
[2026-06-05 20:53:12] Machine= M03, Status=STOPPED, Temp= 24, Pressure= 42-> Machine Stopped
[2026-06-05 20:53:12] Machine= M02, Status=STOPPED, Temp= 32, Pressure= 56-> Machine Stopped
[2026-06-05 20:53:12] Machine= M06, Status=STOPPED, Temp= 29, Pressure= 46-> Machine Stopped
[2026-06-05 20:53:12] Machine= M04, Status=RUNNING, Temp= 50, Pressure= 81-> CRITICAL Temperature Alarm
[2026-06-05 20:53:12] Machine= M05, Status=STOPPED, Temp= 22, Pressure= 48-> Machine Stopped
[2026-06-05 20:53:12] Machine= M06, Status=STOPPED, Temp= 48, Pressure= 60-> Machine Stopped
[2026-06-05 20:53:12] Machine= M01, Status=RUNNING, Temp= 37, Pressure= 68-> Temperature Alarm
[2026-06-05 20:53:12] Machine= M02, Status=STOPPED, Temp= 34, Pressure= 62-> Machine Stopped
[2026-06-05 20:53:12] Machine= M01, Status=STOPPED, Temp= 40, Pressure= 48-> Machine Stopped
[2026-06-05 20:53:12] Machine= M03, Status=RUNNING, Temp= 45, Pressure= 55-> CRITICAL Temperature Alarm
[2026-06-05 20:53:12] Machine= M03, Status=RUNNING, Temp= 47, Pressure= 88-> CRITICAL Temperature Alarm
[2026-06-05 20:53:12] Machine= M02, Status=RUNNING, Temp= 49, Pressure= 79-> CRITICAL Temperature Alarm
[2026-06-05 20:53:12] Machine= M03, Status=STOPPED, Temp= 34, Pressure= 67-> Machine Stopped
[2026-06-05 20:53:12] Machine= M03, Status=RUNNING, Temp= 38, Pressure= 68-> Temperature Alarm
[2026-06-05 20:53:12] Machine= M05, Status=STOPPED, Temp= 21, Pressure= 56-> Machine Stopped
[2026-06-05 20:53:12] Machine= M03, Status=STOPPED, Temp= 35, Pressure= 45-> Machine Stopped
[2026-06-05 20:53:44] Machine= M04, Status=RUNNING, Temp= 47, Pressure= 48-> CRITICAL Temperature Alarm
[2026-06-05 20:53:44] Machine= M04, Status=RUNNING, Temp= 26, Pressure= 80-> Ok
[2026-06-05 20:53:44] Machine= M05, Status=RUNNING, Temp= 27, Pressure= 42-> Low Pressure
[2026-06-05 20:53:44] Machine= M03, Status=RUNNING, Temp= 31, Pressure= 47-> Temperature Alarm
[2026-06-05 20:53:44] Machine= M04, Status=STOPPED, Temp= 21, Pressure= 90-> Machine Stopped
[2026-06-05 20:53:44] Machine= M04, Status=STOPPED, Temp= 21, Pressure= 80-> Machine Stopped
[2026-06-05 20:53:44] Machine= M03, Status=STOPPED, Temp= 45, Pressure= 45-> Machine Stopped
[2026-06-05 20:53:44] Machine= M01, Status=STOPPED, Temp= 27, Pressure= 57-> Machine Stopped
[2026-06-05 20:53:44] Machine= M06, Status=STOPPED, Temp= 22, Pressure= 64-> Machine Stopped
[2026-06-05 20:53:44] Machine= M02, Status=STOPPED, Temp= 35, Pressure= 42-> Machine Stopped
[2026-06-05 20:53:44] Machine= M02, Status=RUNNING, Temp= 30, Pressure= 89-> Ok
[2026-06-05 20:53:44] Machine= M01, Status=RUNNING, Temp= 49, Pressure= 79-> CRITICAL Temperature Alarm
[2026-06-05 20:53:44] Machine= M03, Status=RUNNING, Temp= 28, Pressure= 76-> Ok
[2026-06-05 20:53:44] Machine= M03, Status=RUNNING, Temp= 21, Pressure= 64-> Ok
[2026-06-05 20:53:44] Machine= M02, Status=RUNNING, Temp= 44, Pressure= 50-> CRITICAL Temperature Alarm
[2026-06-05 20:53:44] Machine= M03, Status=RUNNING, Temp= 30, Pressure= 84-> Ok
[2026-06-05 20:53:44] Machine= M01, Status=STOPPED, Temp= 41, Pressure= 63-> Machine Stopped
[2026-06-05 20:53:44] Machine= M03, Status=STOPPED, Temp= 27, Pressure= 72-> Machine Stopped
[2026-06-05 20:53:44] Machine= M01, Status=STOPPED, Temp= 33, Pressure= 46-> Machine Stopped
[2026-06-05 20:53:44] Machine= M03, Status=RUNNING, Temp= 38, Pressure= 56-> Temperature Alarm
[2026-06-05 20:59:23] Machine= M05, Status=STOPPED, Temp= 40, Pressure= 67-> Machine Stopped
[2026-06-05 20:59:23] Machine= M06, Status=RUNNING, Temp= 40, Pressure= 59-> CRITICAL Temperature Alarm
[2026-06-05 20:59:23] Machine= M05, Status=STOPPED, Temp= 23, Pressure= 72-> Machine Stopped
[2026-06-05 20:59:23] Machine= M04, Status=STOPPED, Temp= 40, Pressure= 52-> Machine Stopped
[2026-06-05 20:59:23] Machine= M06, Status=RUNNING, Temp= 38, Pressure= 69-> Temperature Alarm
[2026-06-05 20:59:23] Machine= M02, Status=STOPPED, Temp= 47, Pressure= 58-> Machine Stopped
[2026-06-05 20:59:23] Machine= M04, Status=RUNNING, Temp= 40, Pressure= 74-> CRITICAL Temperature Alarm
[2026-06-05 20:59:23] Machine= M05, Status=STOPPED, Temp= 30, Pressure= 43-> Machine Stopped
[2026-06-05 20:59:23] Machine= M04, Status=STOPPED, Temp= 47, Pressure= 89-> Machine Stopped
[2026-06-05 20:59:23] Machine= M02, Status=STOPPED, Temp= 36, Pressure= 43-> Machine Stopped
[2026-06-05 20:59:23] Machine= M02, Status=RUNNING, Temp= 50, Pressure= 76-> CRITICAL Temperature Alarm
[2026-06-05 20:59:23] Machine= M05, Status=RUNNING, Temp= 47, Pressure= 90-> CRITICAL Temperature Alarm
[2026-06-05 20:59:23] Machine= M03, Status=RUNNING, Temp= 37, Pressure= 89-> Temperature Alarm
[2026-06-05 20:59:23] Machine= M03, Status=STOPPED, Temp= 23, Pressure= 53-> Machine Stopped
[2026-06-05 20:59:23] Machine= M01, Status=STOPPED, Temp= 42, Pressure= 60-> Machine Stopped
[2026-06-05 20:59:23] Machine= M02, Status=STOPPED, Temp= 45, Pressure= 51-> Machine Stopped
[2026-06-05 20:59:23] Machine= M02, Status=STOPPED, Temp= 48, Pressure= 81-> Machine Stopped
[2026-06-05 20:59:23] Machine= M02, Status=RUNNING, Temp= 44, Pressure= 40-> CRITICAL Temperature Alarm
[2026-06-05 20:59:23] Machine= M05, Status=RUNNING, Temp= 35, Pressure= 49-> Temperature Alarm
[2026-06-05 20:59:23] Machine= M06, Status=RUNNING, Temp= 24, Pressure= 68-> Ok
[2026-06-05 21:13:32] Machine= M02, Status=RUNNING, Temp= 40, Pressure= 61-> CRITICAL Temperature Alarm
[2026-06-05 21:13:32] Machine= M02, Status=RUNNING, Temp= 47, Pressure= 78-> CRITICAL Temperature Alarm
[2026-06-05 21:13:32] Machine= M05, Status=RUNNING, Temp= 39, Pressure= 90-> Temperature Alarm
[2026-06-05 21:13:32] Machine= M06, Status=STOPPED, Temp= 34, Pressure= 43-> Machine Stopped
[2026-06-05 21:13:32] Machine= M03, Status=STOPPED, Temp= 44, Pressure= 56-> Machine Stopped
[2026-06-05 21:13:32] Machine= M06, Status=STOPPED, Temp= 34, Pressure= 51-> Machine Stopped
[2026-06-05 21:13:32] Machine= M03, Status=RUNNING, Temp= 35, Pressure= 51-> Temperature Alarm
[2026-06-05 21:13:32] Machine= M01, Status=RUNNING, Temp= 42, Pressure= 79-> CRITICAL Temperature Alarm
[2026-06-05 21:13:32] Machine= M02, Status=RUNNING, Temp= 38, Pressure= 55-> Temperature Alarm
[2026-06-05 21:13:32] Machine= M02, Status=STOPPED, Temp= 49, Pressure= 61-> Machine Stopped
[2026-06-05 21:13:32] Machine= M05, Status=RUNNING, Temp= 50, Pressure= 53-> CRITICAL Temperature Alarm
[2026-06-05 21:13:32] Machine= M01, Status=RUNNING, Temp= 47, Pressure= 63-> CRITICAL Temperature Alarm
[2026-06-05 21:13:32] Machine= M01, Status=STOPPED, Temp= 46, Pressure= 55-> Machine Stopped
[2026-06-05 21:13:32] Machine= M02, Status=STOPPED, Temp= 35, Pressure= 71-> Machine Stopped
[2026-06-05 21:13:32] Machine= M04, Status=STOPPED, Temp= 42, Pressure= 57-> Machine Stopped
[2026-06-05 21:13:32] Machine= M04, Status=RUNNING, Temp= 31, Pressure= 86-> Temperature Alarm
[2026-06-05 21:13:32] Machine= M04, Status=STOPPED, Temp= 44, Pressure= 85-> Machine Stopped
[2026-06-05 21:13:32] Machine= M05, Status=RUNNING, Temp= 42, Pressure= 47-> CRITICAL Temperature Alarm
[2026-06-05 21:13:32] Machine= M05, Status=RUNNING, Temp= 27, Pressure= 88-> Ok
[2026-06-05 21:13:32] Machine= M06, Status=STOPPED, Temp= 49, Pressure= 58-> Machine Stopped
[2026-06-05 21:18:44] Machine= M02, Status=RUNNING, Temp= 41, Pressure= 75-> CRITICAL Temperature Alarm
[2026-06-05 21:18:44] Machine= M04, Status=STOPPED, Temp= 42, Pressure= 61-> Machine Stopped
[2026-06-05 21:18:44] Machine= M02, Status=RUNNING, Temp= 27, Pressure= 51-> Ok
[2026-06-05 21:18:44] Machine= M03, Status=RUNNING, Temp= 33, Pressure= 59-> Temperature Alarm
[2026-06-05 21:18:44] Machine= M04, Status=STOPPED, Temp= 23, Pressure= 61-> Machine Stopped
[2026-06-05 21:18:44] Machine= M06, Status=RUNNING, Temp= 24, Pressure= 72-> Ok
[2026-06-05 21:18:44] Machine= M03, Status=RUNNING, Temp= 31, Pressure= 84-> Temperature Alarm
[2026-06-05 21:18:44] Machine= M04, Status=RUNNING, Temp= 25, Pressure= 90-> Ok
[2026-06-05 21:18:44] Machine= M05, Status=STOPPED, Temp= 21, Pressure= 79-> Machine Stopped
[2026-06-05 21:18:44] Machine= M03, Status=RUNNING, Temp= 28, Pressure= 54-> Ok
[2026-06-05 21:18:44] Machine= M05, Status=RUNNING, Temp= 34, Pressure= 87-> Temperature Alarm
[2026-06-05 21:18:44] Machine= M05, Status=STOPPED, Temp= 46, Pressure= 82-> Machine Stopped
[2026-06-05 21:18:44] Machine= M02, Status=RUNNING, Temp= 38, Pressure= 72-> Temperature Alarm
[2026-06-05 21:18:44] Machine= M03, Status=RUNNING, Temp= 31, Pressure= 69-> Temperature Alarm
[2026-06-05 21:18:44] Machine= M01, Status=RUNNING, Temp= 28, Pressure= 54-> Ok
[2026-06-05 21:18:44] Machine= M03, Status=RUNNING, Temp= 43, Pressure= 71-> CRITICAL Temperature Alarm
[2026-06-05 21:18:44] Machine= M04, Status=RUNNING, Temp= 25, Pressure= 86-> Ok
[2026-06-05 21:18:44] Machine= M06, Status=RUNNING, Temp= 33, Pressure= 56-> Temperature Alarm
[2026-06-05 21:18:44] Machine= M05, Status=STOPPED, Temp= 30, Pressure= 76-> Machine Stopped
[2026-06-05 21:18:44] Machine= M05, Status=STOPPED, Temp= 22, Pressure= 60-> Machine Stopped
[2026-06-05 21:25:46] Machine= M01, Status=STOPPED, Temp= 39, Pressure= 63-> Machine Stopped
[2026-06-05 21:25:46] Machine= M04, Status=STOPPED, Temp= 21, Pressure= 88-> Machine Stopped
[2026-06-05 21:25:46] Machine= M05, Status=RUNNING, Temp= 21, Pressure= 50-> Ok
[2026-06-05 21:25:46] Machine= M02, Status=RUNNING, Temp= 21, Pressure= 65-> Ok
[2026-06-05 21:25:46] Machine= M06, Status=STOPPED, Temp= 39, Pressure= 55-> Machine Stopped
[2026-06-05 21:25:46] Machine= M03, Status=RUNNING, Temp= 44, Pressure= 61-> CRITICAL Temperature Alarm
[2026-06-05 21:25:46] Machine= M06, Status=STOPPED, Temp= 37, Pressure= 68-> Machine Stopped
[2026-06-05 21:25:46] Machine= M06, Status=STOPPED, Temp= 24, Pressure= 68-> Machine Stopped
[2026-06-05 21:25:46] Machine= M05, Status=RUNNING, Temp= 29, Pressure= 78-> Ok
[2026-06-05 21:25:46] Machine= M01, Status=RUNNING, Temp= 36, Pressure= 75-> Temperature Alarm
[2026-06-05 21:25:46] Machine= M01, Status=RUNNING, Temp= 20, Pressure= 77-> Ok
[2026-06-05 21:25:46] Machine= M02, Status=RUNNING, Temp= 50, Pressure= 64-> CRITICAL Temperature Alarm
[2026-06-05 21:25:46] Machine= M01, Status=STOPPED, Temp= 30, Pressure= 73-> Machine Stopped
[2026-06-05 21:25:46] Machine= M01, Status=RUNNING, Temp= 20, Pressure= 84-> Ok
[2026-06-05 21:25:46] Machine= M03, Status=STOPPED, Temp= 24, Pressure= 90-> Machine Stopped
[2026-06-05 21:25:46] Machine= M03, Status=RUNNING, Temp= 30, Pressure= 61-> Ok
[2026-06-05 21:25:46] Machine= M06, Status=RUNNING, Temp= 46, Pressure= 42-> CRITICAL Temperature Alarm
[2026-06-05 21:25:46] Machine= M06, Status=RUNNING, Temp= 49, Pressure= 81-> CRITICAL Temperature Alarm
[2026-06-05 21:25:46] Machine= M04, Status=RUNNING, Temp= 27, Pressure= 42-> Low Pressure
[2026-06-05 21:25:46] Machine= M01, Status=STOPPED, Temp= 41, Pressure= 52-> Machine Stopped
[2026-06-05 21:45:01] Machine= M04, Status=RUNNING, Temp= 48, Pressure= 65-> CRITICAL Temperature Alarm
[2026-06-05 21:45:01] Machine= M01, Status=STOPPED, Temp= 36, Pressure= 47-> Machine Stopped
[2026-06-05 21:45:01] Machine= M01, Status=RUNNING, Temp= 47, Pressure= 53-> CRITICAL Temperature Alarm
[2026-06-05 21:45:01] Machine= M04, Status=STOPPED, Temp= 48, Pressure= 57-> Machine Stopped
[2026-06-05 21:45:01] Machine= M03, Status=RUNNING, Temp= 48, Pressure= 77-> CRITICAL Temperature Alarm
[2026-06-05 21:45:01] Machine= M03, Status=STOPPED, Temp= 41, Pressure= 43-> Machine Stopped
[2026-06-05 21:45:01] Machine= M05, Status=RUNNING, Temp= 27, Pressure= 42-> Low Pressure
[2026-06-05 21:45:01] Machine= M03, Status=STOPPED, Temp= 30, Pressure= 73-> Machine Stopped
[2026-06-05 21:45:01] Machine= M04, Status=STOPPED, Temp= 47, Pressure= 57-> Machine Stopped
[2026-06-05 21:45:01] Machine= M03, Status=RUNNING, Temp= 35, Pressure= 90-> Temperature Alarm
[2026-06-05 21:45:01] Machine= M02, Status=RUNNING, Temp= 32, Pressure= 48-> Temperature Alarm
[2026-06-05 21:45:01] Machine= M02, Status=STOPPED, Temp= 47, Pressure= 89-> Machine Stopped
[2026-06-05 21:45:01] Machine= M02, Status=STOPPED, Temp= 41, Pressure= 74-> Machine Stopped
[2026-06-05 21:45:01] Machine= M01, Status=RUNNING, Temp= 20, Pressure= 42-> Low Pressure
[2026-06-05 21:45:01] Machine= M03, Status=STOPPED, Temp= 46, Pressure= 79-> Machine Stopped
[2026-06-05 21:45:01] Machine= M05, Status=STOPPED, Temp= 26, Pressure= 60-> Machine Stopped
[2026-06-05 21:45:01] Machine= M02, Status=STOPPED, Temp= 44, Pressure= 58-> Machine Stopped
[2026-06-05 21:45:01] Machine= M05, Status=STOPPED, Temp= 47, Pressure= 40-> Machine Stopped
[2026-06-05 21:45:01] Machine= M03, Status=STOPPED, Temp= 29, Pressure= 78-> Machine Stopped
[2026-06-05 21:45:01] Machine= M06, Status=RUNNING, Temp= 39, Pressure= 51-> Temperature Alarm
[2026-06-05 21:45:54] Machine= M03, Status=RUNNING, Temp= 20, Pressure= 52-> Ok
[2026-06-05 21:45:54] Machine= M05, Status=RUNNING, Temp= 33, Pressure= 74-> Temperature Alarm
[2026-06-05 21:45:54] Machine= M06, Status=STOPPED, Temp= 31, Pressure= 90-> Machine Stopped
[2026-06-05 21:45:54] Machine= M03, Status=RUNNING, Temp= 37, Pressure= 58-> Temperature Alarm
[2026-06-05 21:45:54] Machine= M02, Status=STOPPED, Temp= 34, Pressure= 58-> Machine Stopped
[2026-06-05 21:45:54] Machine= M03, Status=STOPPED, Temp= 41, Pressure= 58-> Machine Stopped
[2026-06-05 21:45:54] Machine= M05, Status=RUNNING, Temp= 29, Pressure= 78-> Ok
[2026-06-05 21:45:54] Machine= M05, Status=RUNNING, Temp= 49, Pressure= 77-> CRITICAL Temperature Alarm
[2026-06-05 21:45:54] Machine= M01, Status=RUNNING, Temp= 33, Pressure= 40-> Temperature Alarm
[2026-06-05 21:45:54] Machine= M04, Status=STOPPED, Temp= 27, Pressure= 54-> Machine Stopped
[2026-06-05 21:45:54] Machine= M03, Status=RUNNING, Temp= 33, Pressure= 82-> Temperature Alarm
[2026-06-05 21:45:54] Machine= M06, Status=RUNNING, Temp= 25, Pressure= 88-> Ok
[2026-06-05 21:45:54] Machine= M06, Status=STOPPED, Temp= 24, Pressure= 51-> Machine Stopped
[2026-06-05 21:45:54] Machine= M02, Status=RUNNING, Temp= 47, Pressure= 61-> CRITICAL Temperature Alarm
[2026-06-05 21:45:54] Machine= M06, Status=RUNNING, Temp= 32, Pressure= 53-> Temperature Alarm
[2026-06-05 21:45:54] Machine= M02, Status=RUNNING, Temp= 24, Pressure= 76-> Ok
[2026-06-05 21:45:54] Machine= M02, Status=RUNNING, Temp= 25, Pressure= 80-> Ok
[2026-06-05 21:45:54] Machine= M03, Status=STOPPED, Temp= 43, Pressure= 43-> Machine Stopped
[2026-06-05 21:45:54] Machine= M02, Status=RUNNING, Temp= 32, Pressure= 62-> Temperature Alarm
[2026-06-05 21:45:54] Machine= M05, Status=RUNNING, Temp= 35, Pressure= 78-> Temperature Alarm
[2026-06-05 21:47:16] Machine= M01, Status=STOPPED, Temp= 41, Pressure= 75-> Machine Stopped
[2026-06-05 21:47:16] Machine= M01, Status=RUNNING, Temp= 35, Pressure= 67-> Temperature Alarm
[2026-06-05 21:47:16] Machine= M01, Status=STOPPED, Temp= 33, Pressure= 58-> Machine Stopped
[2026-06-05 21:47:16] Machine= M01, Status=STOPPED, Temp= 39, Pressure= 45-> Machine Stopped
[2026-06-05 21:47:16] Machine= M06, Status=STOPPED, Temp= 35, Pressure= 60-> Machine Stopped
[2026-06-05 21:47:16] Machine= M03, Status=RUNNING, Temp= 25, Pressure= 85-> Ok
[2026-06-05 21:47:16] Machine= M03, Status=RUNNING, Temp= 29, Pressure= 61-> Ok
[2026-06-05 21:47:16] Machine= M05, Status=STOPPED, Temp= 27, Pressure= 89-> Machine Stopped
[2026-06-05 21:47:16] Machine= M06, Status=STOPPED, Temp= 38, Pressure= 70-> Machine Stopped
[2026-06-05 21:47:16] Machine= M02, Status=RUNNING, Temp= 25, Pressure= 60-> Ok
[2026-06-05 21:47:16] Machine= M02, Status=RUNNING, Temp= 37, Pressure= 46-> Temperature Alarm
[2026-06-05 21:47:16] Machine= M04, Status=RUNNING, Temp= 46, Pressure= 68-> CRITICAL Temperature Alarm
[2026-06-05 21:47:16] Machine= M02, Status=STOPPED, Temp= 21, Pressure= 57-> Machine Stopped
[2026-06-05 21:47:16] Machine= M04, Status=RUNNING, Temp= 33, Pressure= 77-> Temperature Alarm
[2026-06-05 21:47:16] Machine= M02, Status=RUNNING, Temp= 38, Pressure= 42-> Temperature Alarm
[2026-06-05 21:47:16] Machine= M04, Status=STOPPED, Temp= 30, Pressure= 67-> Machine Stopped
[2026-06-05 21:47:16] Machine= M06, Status=RUNNING, Temp= 39, Pressure= 71-> Temperature Alarm
[2026-06-05 21:47:16] Machine= M04, Status=RUNNING, Temp= 44, Pressure= 43-> CRITICAL Temperature Alarm
[2026-06-05 21:47:16] Machine= M01, Status=STOPPED, Temp= 41, Pressure= 81-> Machine Stopped
[2026-06-05 21:47:16] Machine= M06, Status=STOPPED, Temp= 47, Pressure= 46-> Machine Stopped
[2026-06-05 21:58:45] Machine= M03, Status=STOPPED, Temp= 37, Pressure= 76-> Machine Stopped
[2026-06-05 21:58:45] Machine= M04, Status=STOPPED, Temp= 36, Pressure= 51-> Machine Stopped
[2026-06-05 21:58:45] Machine= M06, Status=RUNNING, Temp= 50, Pressure= 76-> CRITICAL Temperature Alarm
[2026-06-05 21:58:45] Machine= M02, Status=STOPPED, Temp= 24, Pressure= 69-> Machine Stopped
[2026-06-05 21:58:45] Machine= M06, Status=STOPPED, Temp= 34, Pressure= 67-> Machine Stopped
[2026-06-05 21:58:45] Machine= M02, Status=RUNNING, Temp= 23, Pressure= 40-> Low Pressure
[2026-06-05 21:58:45] Machine= M05, Status=RUNNING, Temp= 29, Pressure= 89-> Ok
[2026-06-05 21:58:45] Machine= M02, Status=RUNNING, Temp= 45, Pressure= 57-> CRITICAL Temperature Alarm
[2026-06-05 21:58:45] Machine= M01, Status=STOPPED, Temp= 23, Pressure= 40-> Machine Stopped
[2026-06-05 21:58:45] Machine= M05, Status=STOPPED, Temp= 24, Pressure= 48-> Machine Stopped
[2026-06-05 21:58:45] Machine= M02, Status=RUNNING, Temp= 39, Pressure= 51-> Temperature Alarm
[2026-06-05 21:58:45] Machine= M02, Status=STOPPED, Temp= 23, Pressure= 50-> Machine Stopped
[2026-06-05 21:58:45] Machine= M02, Status=RUNNING, Temp= 35, Pressure= 45-> Temperature Alarm
[2026-06-05 21:58:45] Machine= M03, Status=STOPPED, Temp= 30, Pressure= 73-> Machine Stopped
[2026-06-05 21:58:45] Machine= M03, Status=RUNNING, Temp= 20, Pressure= 50-> Ok
[2026-06-05 21:58:45] Machine= M05, Status=RUNNING, Temp= 23, Pressure= 70-> Ok
[2026-06-05 21:58:45] Machine= M01, Status=STOPPED, Temp= 23, Pressure= 46-> Machine Stopped
[2026-06-05 21:58:45] Machine= M03, Status=STOPPED, Temp= 33, Pressure= 53-> Machine Stopped
[2026-06-05 21:58:45] Machine= M06, Status=RUNNING, Temp= 38, Pressure= 86-> Temperature Alarm
[2026-06-05 21:58:45] Machine= M06, Status=STOPPED, Temp= 30, Pressure= 43-> Machine Stopped
